path,lines,status,explored
Barotrauma/BarotraumaClient/ClientSource/Map/Levels/LevelWall.cs,69,done,69
Barotrauma/BarotraumaClient/ClientSource/Map/Levels/Ruins/RuinGenerator.cs,15,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/Levels/WaterRenderer.cs,239,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/Lights/ConvexHull.cs,780,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/Lights/LightManager.cs,861,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/Lights/LightSource.cs,1629,done,1629
Barotrauma/BarotraumaClient/ClientSource/Map/LinkedSubmarine.cs,177,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/Map/Map.cs,1347,done,1347
Barotrauma/BarotraumaClient/ClientSource/Map/Map/Radiation.cs,81,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/MapEntity.cs,1388,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/MapEntityPrefab.cs,121,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/RoundSound.cs,171,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/Structure.cs,719,partial,27
Barotrauma/BarotraumaClient/ClientSource/Map/StructurePrefab.cs,117,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/Submarine.cs,851,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/SubmarineBody.cs,140,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/SubmarineInfo.cs,303,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/SubmarinePreview.cs,798,new,0
Barotrauma/BarotraumaClient/ClientSource/Map/WayPoint.cs,508,new,0
Barotrauma/BarotraumaClient/ClientSource/Media/Video.Internal.cs,59,new,0
Barotrauma/BarotraumaClient/ClientSource/Media/Video.cs,193,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/BanList.cs,211,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ChatMessage.cs,200,done,200
Barotrauma/BarotraumaClient/ClientSource/Networking/ChildServerRelay.cs,92,done,92
Barotrauma/BarotraumaClient/ClientSource/Networking/Client.cs,228,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ConnectCommand.cs,139,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/EntitySpawner.cs,81,done,81
Barotrauma/BarotraumaClient/ClientSource/Networking/FileTransfer/FileReceiver.cs,600,done,600
Barotrauma/BarotraumaClient/ClientSource/Networking/FileTransfer/ModReceiver.cs,8,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/GameClient.cs,3998,done,3998
Barotrauma/BarotraumaClient/ClientSource/Networking/KarmaManager.cs,148,done,148
Barotrauma/BarotraumaClient/ClientSource/Networking/NetEntityEvent/ClientEntityEventManager.cs,297,done,297
Barotrauma/BarotraumaClient/ClientSource/Networking/NetEntityEvent/NetEntityEvent.cs,24,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/NetStats.cs,95,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/OrderChatMessage.cs,16,done,16
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/P2PSocket/DualStackP2PSocket.cs,83,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/P2PSocket/EosP2PSocket.cs,106,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/P2PSocket/P2PSocket.cs,69,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/P2PSocket/SteamConnectSocket.cs,123,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/P2PSocket/SteamListenSocket.cs,178,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/Peers/ClientPeer.cs,256,partial,255
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/Peers/LidgrenClientPeer.cs,305,partial,304
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/Peers/P2PClientPeer.cs,436,partial,435
Barotrauma/BarotraumaClient/ClientSource/Networking/Primitives/Peers/P2POwnerPeer.cs,599,partial,296
Barotrauma/BarotraumaClient/ClientSource/Networking/RespawnManager.cs,116,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerList/PingUtils.cs,228,done,229
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerList/ServerInfo.cs,704,done,705
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerList/ServerProviders/CompositeServerProvider.cs,35,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerList/ServerProviders/EosServerProvider.cs,139,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerList/ServerProviders/ServerProvider.cs,17,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerList/ServerProviders/SteamDedicatedServerProvider.cs,162,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerList/ServerProviders/SteamP2PServerProvider.cs,115,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerLog.cs,329,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerSettings.cs,315,partial,190
Barotrauma/BarotraumaClient/ClientSource/Networking/ServerSettingsUI.cs,990,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Voip/VoipCapture.cs,466,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Voip/VoipClient.cs,213,partial,26
Barotrauma/BarotraumaClient/ClientSource/Networking/Voip/VoipConfig.cs,17,new,0
Barotrauma/BarotraumaClient/ClientSource/Networking/Voting.cs,520,partial,162
Barotrauma/BarotraumaClient/ClientSource/Particles/Particle.cs,613,new,0
Barotrauma/BarotraumaClient/ClientSource/Particles/ParticleEmitter.cs,319,new,0
Barotrauma/BarotraumaClient/ClientSource/Particles/ParticleManager.cs,276,new,0
Barotrauma/BarotraumaClient/ClientSource/Particles/ParticlePrefab.cs,313,new,0
Barotrauma/BarotraumaClient/ClientSource/Physics/PhysicsBody.cs,187,new,0
Barotrauma/BarotraumaClient/ClientSource/PlayerInput.cs,560,new,0
Barotrauma/BarotraumaClient/ClientSource/Program.cs,354,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/BlurEffect.cs,93,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/CampaignEndScreen.cs,90,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/CampaignSetupUI/CampaignSetupUI.cs,997,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/CampaignSetupUI/MultiPlayerCampaignSetupUI.cs,378,done,378
Barotrauma/BarotraumaClient/ClientSource/Screens/CampaignSetupUI/SinglePlayerCampaignSetupUI.cs,787,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/CampaignUI.cs,748,done,749
Barotrauma/BarotraumaClient/ClientSource/Screens/CharacterEditor/CharacterEditorScreen.cs,5573,partial,4063
Barotrauma/BarotraumaClient/ClientSource/Screens/CharacterEditor/Wizard.cs,1179,done,1179
Barotrauma/BarotraumaClient/ClientSource/Screens/CreditsPlayer.cs,100,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/EditorImage.cs,571,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/EditorScreen.cs,75,new,0
Barotrauma/BarotraumaClient/ClientSource/Screens/EventEditor/EditorNode.cs,694,done,694
Barotrauma/BarotraumaClient/ClientSource/Screens/EventEditor/EventConversationNode.cs,398,partial,397
Barotrauma/BarotraumaClient/ClientSource/Screens/EventEditor/EventEditorNodeConnection.cs,330,partial,329
Barotrauma/BarotraumaClient/ClientSource/Screens/EventEditor/EventEditorScreen.cs,1321,partial,698
Barotrauma/BarotraumaClient/ClientSource/Screens/GameScreen.cs,690,new,0
